Model,MAE,MAPE,RMSE,MASE
SARIMA,91.98322711059717,9.254519530738172,131.003521462321,0.3522558611188761
GRU,80.34972963086669,9.796490054824398,108.87485563434512,0.3077046119262435
LightGBM,88.08367817601138,9.067790870360875,121.90969477917098,0.337322280170731
