Model,MAE,MAPE,RMSE,MASE
SARIMA,108.96064130937052,11.530470830682365,162.86814711772774,0.3215342404163419
GRU,97.51323128143976,13.34793766314037,137.61712976275604,0.28775383821024186
LightGBM,104.85294178040965,11.74005803098295,150.3078439627005,0.30941274377286154
